twid	timestamp	predicted_event	predicted_city	latitude	longitude	predicted_faction
761546024305434625	1470416095.0	bombing	Dummar	33.5324827	36.2343061	4
770271305551806465	1472496364.0	takeover	Fourat	35.3605962	40.1058158	2
722106555995418625	1461012993.0	bombing	Homs	34.7333334	36.7166667	0
773274936303620097	1473212486.0	clash	Taouil, Taouîl, Ţawīl	36.15	37.1333333	0
761224582405718016	1470339457.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	0
745972055586242560	1466702972.0	bombing	Saiyed, Saïyed, Sayyid	34.6333333	37.0333333	1
745972055586242560	1466702972.0	bombing	Mahdum	36.1022119	37.8747985	1
795431966233530368	1478498733.0	bombing	Hammuriyah	33.5296468	36.3848593	4
795431966233530368	1478498733.0	bombing	San	35.8375	36.7416667	4
777784367678492672	1474287618.0	bombing	Idlib	35.9278306	36.6353017	0
740429933764345857	1465381627.0	clash	Mari`	36.4814643	37.1968431	3
662935461166469120	1446909105.0	bombing	Damascus	33.5130695	36.3095814	1
786263945547964417	1476309307.0	diplomacy	Jedid, Jédîd, Jadīd	35.8833333	38.3833333	1
739388616774975489	1465133358.0	bombing	Jedid, Jédîd, Jadīd	35.8833333	38.3833333	1
739388616774975489	1465133358.0	bombing	Jedid, Jédîd, Jadīd	35.8833333	38.3833333	1
789471350683500549	1477074012.0	clash	Fourat	35.3605962	40.1058158	0
789471350683500549	1477074012.0	clash	Bir Heurbeul, Herbol, Ḩarbul	36.4333333	37.1666667	0
559430647169945600	1422231634.0	bombing	Damascus	33.5130695	36.3095814	1
751835514270052352	1468100929.0	clash	Mellah, Mellâh, Mallāḩ	36.0678392	38.0865734	1
751835514270052352	1468100929.0	clash	Jund	36.7	38.65	1
796700876471758848	1478801265.0	clash	Fourat	35.3605962	40.1058158	0
796700876471758848	1478801265.0	clash	Chadar, Chidar, Châdar, Shadad, Shadād, Shadār	36.563927	37.6063333	0
786537449711218689	1476374515.0	bombing	Damascus	33.5130695	36.3095814	1
751761586633801728	1468083303.0	takeover	Kepir, Képîr, Kabīr	35.8315201	36.0108208	2
751761586633801728	1468083303.0	takeover	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	2
743437989334876161	1466098803.0	bombing	Haritan,Harithan	36.2878977	37.0838387	1
743437989334876161	1466098803.0	bombing	Kafr	35.7291667	35.8583333	1
768479068769615873	1472069062.0	takeover	Aamarne, Aamarne Faouqani, Aamârné, Aamârné Faouqâni, `Amārinah	36.6697647	38.0144608	0
745889288521408513	1466683238.0	bombing	Damascus	33.5130695	36.3095814	1
740639690550878209	1465431637.0	bombing	Dayn	35.4833333	36	1
740639690550878209	1465431637.0	bombing	Tellik, Tellîk, Tallik, Talik	36.780333	38.1073356	1
728559494112874496	1462551494.0	bombing	Khan Tuman	36.1155677	37.0495639	0
498034335736684544	1407590013.0	bombing	Damascus	33.5130695	36.3095814	4
778553517971832832	1474470998.0	bombing	Damascus	33.5130695	36.3095814	1
774679098987835392	1473547264.0	bombing	Jerouh, Jéroûh, Jurūḩ	35.1	37.4833333	1
790149540942868484	1477235705.0	clash	Khan Tuman	36.1155677	37.0495639	0
773133118249308162	1473178674.0	bombing	Dayn	35.4833333	36	3
773133118249308162	1473178674.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	3
795959404243730433	1478624484.0	bombing	Khan Shih Camp, Khan esh Sheikh, Khan esh Shiha, Khane ech Chih, Khâne ech Chih, Khān esh Sheikh, Khān ash Shaykh	33.3741823	36.1149217	1
791172523761147904	1477479603.0	bombing	Khan Shih Camp, Khan esh Sheikh, Khan esh Shiha, Khane ech Chih, Khâne ech Chih, Khān esh Sheikh, Khān ash Shaykh	33.3741823	36.1149217	1
739052802429849600	1465053293.0	diplomacy	Khan Tuman	36.1155677	37.0495639	0
740629527827742720	1465429214.0	bombing	Nayrab	36.1746244	37.2280961	1
676075284156833793	1450041883.0	bombing	Jund	36.7	38.65	0
759005573362753542	1469810404.0	bombing	Mellah, Mellâh, Mallāḩ	36.0678392	38.0865734	1
792680153579155456	1477839050.0	clash	Jedid, Jédîd, Jadīd	35.8833333	38.3833333	4
794856994779922432	1478358049.0	bombing	Kafr	35.7291667	35.8583333	1
780671347160518656	1474975927.0	bombing	Homs	34.7333334	36.7166667	1
655426999478013952	1445115348.0	bombing	Homs	34.7333334	36.7166667	1
744652237918584832	1466388303.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	3
515252491160936449	1411695141.0	bombing	Defenn	32.5454147	36.6416973	4
763055003741356032	1470775864.0	takeover	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	2
744233979990052864	1466288582.0	takeover	Aabdine, Aâbdine, `Ābidīn	32.7666667	35.8166667	2
744233979990052864	1466288582.0	takeover	Qana	36.7229845	38.1268196	2
744233979990052864	1466288582.0	takeover	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	2
493564605323804672	1406524346.0	bombing	Jedid, Jédîd, Jadīd	35.8833333	38.3833333	1
745370915714764800	1466559649.0	takeover	Khaled, Khâled, Khālid	36.9929416	40.9824646	2
745370915714764800	1466559649.0	takeover	Aabdine, Aâbdine, `Ābidīn	32.7666667	35.8166667	2
745370915714764800	1466559649.0	takeover	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	2
742143747291504640	1465790232.0	bombing	Houdhod, Houdhoud, Houdhôud, Hudhud	36.5740649	38.0071883	2
662933395304030210	1446908612.0	bombing	Jedid, Jédîd, Jadīd	35.8833333	38.3833333	1
662933395304030210	1446908612.0	bombing	Damascus	33.5130695	36.3095814	1
748569369949642752	1467322220.0	clash	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	1
795215222139068418	1478447057.0	bombing	Kepir, Képîr, Kabīr	35.8315201	36.0108208	1
787319015656005632	1476560855.0	clash	Fourat	35.3605962	40.1058158	0
781484951883620352	1475169906.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	0
741338742963744768	1465598304.0	bombing	Khaled, Khâled, Khālid	36.9929416	40.9824646	4
741338742963744768	1465598304.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	4
770283640169328640	1472499305.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	4
791400449177858048	1477533945.0	bombing	Damascus	33.5130695	36.3095814	4
703268681132990464	1456525294.0	bombing	Bachamra, Bachimra, Bâchimra, Bāshimrā	36.3166667	36.9666667	0
768188541092462592	1471999795.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	4
730102821757063168	1462919452.0	bombing	Idlib	35.9278306	36.6353017	1
689919296890253312	1453342553.0	bombing	Jedid, Jédîd, Jadīd	35.8833333	38.3833333	1
767622884634353664	1471864932.0	bombing	Kepir, Képîr, Kabīr	35.8315201	36.0108208	0
715247889677742084	1459377760.0	bombing	Damascus	33.5130695	36.3095814	0
790613880154099712	1477346412.0	bombing	Dayn	35.4833333	36	4
680125569770635266	1451007546.0	bombing	Palmira, Palmyre, Tadmor, Tadmur, Tamar, Tedmor, Palmyra	34.5560155	38.2809746	0
688297318672515072	1452955843.0	control	Kepir, Képîr, Kabīr	35.8315201	36.0108208	3
740586703853899777	1465419004.0	takeover	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	2
766630816868884480	1471628404.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	1
776757549232160769	1474042805.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	1
784047945318445058	1475780971.0	takeover	Abraj	35.542144	36.172913	1
784047945318445058	1475780971.0	takeover	Burayj	36.25	36.85	1
721884350380449793	1460960015.0	diplomacy	Kepir, Képîr, Kabīr	35.8315201	36.0108208	0
795579558984462336	1478533922.0	clash	Fourat	35.3605962	40.1058158	0
795579558984462336	1478533922.0	clash	Jedid, Jédîd, Jadīd	35.8833333	38.3833333	0
699934189454360578	1455730289.0	diplomacy	Hadath	34.3166667	37.1	2
751778027978289152	1468087223.0	bombing	Tayyar	36.0874038	40.7911135	1
714073986762743810	1459097879.0	diplomacy	Jedid, Jédîd, Jadīd	35.8833333	38.3833333	4
754639266718838784	1468769396.0	takeover	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	2
787921546278952960	1476704510.0	bombing	Homs	34.7333334	36.7166667	1
762706604361916417	1470692799.0	bombing	Manbij,Manbej,Manbi,Membidj,Memdidge,Menbidj,Menbij,Mennbidj,Minbej	36.5269242	37.9559288	0
766526929797197824	1471603636.0	bombing	Darayya	33.4592565	36.2394466	1
793803789362835456	1478106946.0	bombing	Sarakeb, Saraqeb, Saraquib, Sarâqeb, Seraikin, Serakab, Seraqab, Seraqib, Serāqab, Sarāqib	35.8636111	36.8005556	1
776020371761876993	1473867049.0	diplomacy	Kepir, Képîr, Kabīr	35.8315201	36.0108208	1
798162341804343296	1479149706.0	bombing	Kepir, Képîr, Kabīr	35.8315201	36.0108208	1
702886256896831488	1456434117.0	bombing	Darayya	33.4592565	36.2394466	1
702886256896831488	1456434117.0	bombing	Darayya	33.4592565	36.2394466	1
